0,1,2,3,4,5
95.45454545454545,50.0,100.0,100.0,100.0,95.23809523809523
55.7847533632287,45.196374622356494,95.16509433962264,94.89685124864278,91.80929095354523,92.47863247863248
67.96473181484203,52.56166982922201,79.52548330404218,77.14968152866241,66.97377746279236,85.18197573656846
66.62721893491124,67.04819277108433,79.96715927750411,72.79411764705883,52.62839879154079,81.86240444753301
56.989853438556935,75.47892720306514,73.7410071942446,63.991908293998655,57.18617343844754,76.63125948406677
58.827014218009474,72.90223248652809,69.23076923076923,64.14825374198146,61.4190687361419,77.21611721611723
49.80119284294234,55.78583765112263,71.071953010279,73.72781065088758,88.03738317757009,70.96296296296296
48.837209302325576,54.19222903885481,69.38775510204081,67.73835920177383,87.9837067209776,72.13403880070547
44.678714859437754,53.44827586206896,70.87576374745417,65.33166458072591,92.1443736730361,76.71232876712328
41.7467248908297,53.916211293260474,74.4597249508841,68.2261208576998,86.72768878718536,75.0
46.71968190854871,55.48455804046858,73.5,66.34730538922156,84.765625,75.04159733777038
40.98360655737705,62.94058408862034,70.6896551724138,58.99672846237731,86.31415241057543,82.80141843971631
47.36,52.409046214355946,65.9090909090909,61.89495365602472,89.79591836734694,83.87681159420289
46.14572333685322,59.813084112149525,63.47826086956522,60.068649885583525,79.78227060653188,79.09604519774011
67.0909090909091,64.72545757071548,57.088846880907376,59.91379310344828,80.48289738430584,75.36231884057972
65.69872958257713,59.54356846473029,59.36329588014981,57.99999999999999,81.79775280898876,73.75886524822694
67.13147410358566,62.84501061571125,54.57875457875458,57.39268680445151,73.49624060150376,80.48780487804879
70.55961070559611,62.47755834829444,57.5139146567718,62.99483648881239,75.35460992907801,74.22907488986785
67.5146771037182,59.143968871595334,60.72874493927125,56.30769230769231,71.95402298850576,82.82352941176471
70.42735042735043,68.35443037974683,62.786259541984734,59.03271692745376,81.61616161616162,77.16535433070865
68.77323420074349,59.447983014862,62.54980079681275,57.825370675453044,78.67803837953092,75.78947368421053
66.73684210526316,62.65486725663717,59.61538461538461,55.52099533437014,73.37662337662337,79.65738758029978
67.62886597938144,63.51606805293005,64.96519721577727,59.74025974025974,78.50678733031674,72.14854111405835
66.25615763546799,60.61151079136691,70.35398230088495,55.172413793103445,80.21108179419525,80.15075376884423
68.95734597156398,63.6,73.58974358974359,55.39568345323741,85.19553072625699,79.36507936507937
65.5982905982906,60.0,67.2093023255814,57.509157509157504,83.6461126005362,75.18987341772151
69.67032967032966,57.70020533880903,65.40178571428571,55.91549295774648,83.04761904761905,75.82089552238806
66.47286821705426,63.12178387650086,69.6969696969697,52.66106442577031,80.62953995157385,74.52054794520548
65.95744680851064,59.25155925155925,75.25,54.71976401179941,85.6,77.15053763440861
64.92146596858639,59.86622073578596,72.70742358078603,55.8974358974359,85.47486033519553,74.7159090909091
69.12028725314184,62.264150943396224,70.19027484143763,56.54676258992806,80.95238095238095,76.94524495677233
65.39196940726578,66.53225806451613,69.19540229885057,52.715654952076676,80.59360730593608,83.44155844155844
64.03508771929825,64.4396551724138,68.21705426356588,54.76878612716764,81.40845070422536,72.98850574712644
63.48314606741573,69.10755148741418,63.193277310924366,59.16442048517521,86.15984405458089,76.19047619047619
56.896551724137936,67.08074534161491,68.47826086956522,61.724137931034484,84.24507658643327,82.08469055374593
59.375,71.64835164835165,72.49417249417249,63.93678160919541,80.3532008830022,74.50980392156863
62.41721854304636,70.80867850098619,68.82352941176471,55.48961424332344,86.50602409638554,73.29545454545455
61.5530303030303,72.22222222222221,70.2755905511811,62.51920122887865,84.58149779735683,63.70558375634518
61.335676625659055,68.16239316239316,70.1098901098901,66.66666666666666,86.87872763419483,73.25581395348837
61.815336463223794,65.4471544715447,71.68539325842697,65.39589442815249,84.0,72.8643216080402
65.81986143187068,73.61419068736141,73.01204819277109,65.21035598705501,75.95505617977528,74.45414847161572
61.53846153846154,75.34562211981567,79.7979797979798,66.3109756097561,85.82474226804123,76.78100263852242
56.865671641791046,71.0762331838565,82.41206030150754,70.44673539518901,76.50727650727652,68.19221967963387
60.66565809379728,75.84415584415585,75.13513513513513,66.18556701030927,80.96118299445472,70.73684210526315
61.33625410733844,75.1111111111111,80.11695906432749,67.23404255319149,82.59803921568627,70.0587084148728
57.62439807383628,75.23809523809524,81.86157517899761,65.03164556962025,85.26570048309179,68.02884615384616
64.44759206798867,75.35211267605634,74.31818181818181,69.93957703927492,83.33333333333334,62.16216216216216
58.16326530612245,72.08121827411168,78.88888888888889,70.3065134099617,86.63883089770354,70.8994708994709
59.863945578231295,73.16017316017316,79.6008869179601,73.85398981324278,87.28448275862068,68.15286624203821
60.17699115044248,72.76119402985076,77.71739130434783,71.58273381294964,83.01435406698565,70.0
57.78331257783312,71.32701421800948,78.17745803357315,73.38709677419355,88.69179600886919,69.28934010152284
61.07594936708861,71.81208053691275,82.33766233766234,69.5575221238938,82.6302729528536,80.11049723756905
61.809815950920246,71.14967462039046,80.55555555555556,67.48681898066783,80.26607538802661,81.01545253863135
59.062103929024076,65.49912434325745,85.35980148883374,68.90130353817506,89.62432915921288,75.0
60.36988110964333,72.0,79.58579881656804,65.70458404074702,88.8695652173913,70.58823529411765
59.756097560975604,70.95343680709534,78.75647668393782,69.23076923076923,81.83716075156576,66.05691056910568
61.390532544378694,74.94505494505495,79.39110070257611,68.80907372400756,89.52879581151832,64.0625
59.910581222056635,77.58620689655173,77.94871794871796,71.13095238095238,91.19496855345912,74.44933920704845
62.76849642004774,70.02881844380403,74.3801652892562,67.42081447963801,89.24889543446245,68.2051282051282
63.9300134589502,70.67961165048544,83.90501319261213,66.11295681063123,89.8936170212766,78.53658536585367
65.60773480662984,79.58333333333333,73.9612188365651,63.37579617834395,85.08771929824562,71.21535181236673
69.27083333333334,71.72413793103448,80.73654390934844,67.80415430267063,85.30183727034121,68.54838709677419
59.346642468239565,70.53872053872054,79.35034802784223,66.22641509433961,86.67953667953668,70.0
66.14906832298136,69.4672131147541,84.92063492063492,65.52315608919382,87.4384236453202,70.34068136272545
61.45404663923183,74.32950191570882,79.89556135770235,68.85007278020379,86.12167300380229,70.15503875968993
63.44605475040258,69.48051948051948,78.55227882037534,67.84452296819788,82.78145695364239,72.41379310344827
65.57632398753894,73.96694214876032,71.91011235955057,66.66666666666666,90.3529411764706,69.86754966887418
61.13902847571189,75.5741127348643,78.125,66.82769726247987,91.55251141552512,60.95617529880478
61.285714285714285,72.97297297297297,87.1604938271605,71.51248164464023,90.07832898172323,72.39999999999999
60.84507042253521,71.18279569892472,80.88235294117648,68.11352253756262,89.59276018099548,75.2411575562701
64.030131826742,67.4074074074074,81.1377245508982,78.61635220125787,91.0958904109589,75.35885167464114
66.83417085427136,67.7734375,81.95488721804512,73.71428571428571,89.66480446927375,75.66137566137566
63.34586466165414,63.23529411764706,83.09859154929578,72.72727272727273,89.86301369863014,76.61795407098121
66.29001883239172,71.46017699115043,84.61538461538461,71.35506003430532,92.18328840970351,75.35545023696683
62.27461858529819,72.19626168224299,86.42384105960265,73.37164750957854,93.11163895486936,83.5734870317003
62.48382923673997,70.11494252873564,82.43243243243244,78.86178861788618,93.34975369458128,73.52941176470588
61.74183514774495,67.16417910447761,82.48587570621469,72.72727272727273,91.97396963123644,78.78787878787878
60.0,63.065693430656935,89.50617283950618,74.50980392156863,87.01657458563537,74.0
63.12292358803987,67.64044943820224,82.84883720930233,74.48405253283302,92.3780487804878,73.82075471698113
58.17174515235457,68.51145038167938,89.54869358669833,77.60416666666666,89.87341772151899,76.20041753653445
63.92757660167131,67.19681908548708,89.60000000000001,70.69767441860465,93.60730593607306,71.10552763819096
66.12903225806451,68.15834767641996,87.87878787878788,70.28862478777589,89.66565349544074,76.81498829039812
63.20582877959927,68.14449917898193,86.9757174392936,78.80658436213992,91.40969162995594,64.64646464646465
63.25878594249201,68.41269841269842,84.13654618473896,70.03610108303249,91.37055837563452,74.52830188679245
64.16893732970027,71.18320610687023,85.68507157464212,75.44715447154472,90.81364829396325,65.18847006651885
66.12021857923497,62.69430051813472,89.48247078464107,79.42973523421588,96.24573378839591,72.8337236533958
